t	angle
8.39E+01	0.861604
8.39E+01	0.867512
8.39E+01	0.870814
8.40E+01	0.874068
8.40E+01	0.875085
8.40E+01	0.875538
8.40E+01	0.873922
8.40E+01	0.870419
8.40E+01	0.867184
8.41E+01	0.860876
8.41E+01	0.85394
8.41E+01	0.845244
8.41E+01	0.83639
8.41E+01	0.825068
8.41E+01	0.81524
8.42E+01	0.798794
8.42E+01	0.78257
8.42E+01	0.766729
8.42E+01	0.742491
8.42E+01	0.718472
8.42E+01	0.692042
8.43E+01	0.664118
8.43E+01	0.633577
8.43E+01	0.606591
8.43E+01	0.5717
8.43E+01	0.538378
8.43E+01	0.50098
8.44E+01	0.461302
8.44E+01	0.426821
8.44E+01	0.395839
8.44E+01	0.359014
8.44E+01	0.316386
8.44E+01	0.285655
8.45E+01	0.249875
8.45E+01	0.214559
8.45E+01	0.18544
8.45E+01	0.155014
8.45E+01	0.134379
8.45E+01	0.119829
8.46E+01	0.084837
8.46E+01	0.075295
8.46E+01	0.068822
8.46E+01	0.051034
8.46E+01	0.048082
8.46E+01	0.040203
8.47E+01	0.036843
8.47E+01	0.037206
8.47E+01	0.041433
8.47E+01	0.046634
8.47E+01	0.056085
8.47E+01	0.062437
8.48E+01	0.080727
8.48E+01	0.100819
8.48E+01	0.11765
8.48E+01	0.140109
8.48E+01	0.166368
8.48E+01	0.196015
8.49E+01	0.222032
8.49E+01	0.253709
8.49E+01	0.285845
8.49E+01	0.321165
8.49E+01	0.349144
8.49E+01	0.388318
8.50E+01	0.423687
8.50E+01	0.456236
8.50E+01	0.494299
8.50E+01	0.526881
8.50E+01	0.558532
8.50E+01	0.589513
8.51E+01	0.619948
8.51E+01	0.648503
8.51E+01	0.676937
8.51E+01	0.706759
8.51E+01	0.728995
8.51E+01	0.748483
8.52E+01	0.773202
8.52E+01	0.788819
8.52E+01	0.805386
8.52E+01	0.816964
8.52E+01	0.828333
8.52E+01	0.840783
8.53E+01	0.848862
8.53E+01	0.854279
8.53E+01	0.860825
8.53E+01	0.866065
8.53E+01	0.868901
8.53E+01	0.870441
8.54E+01	0.872337
8.54E+01	0.872189
8.54E+01	0.868867
8.54E+01	0.865972
8.54E+01	0.860876
8.54E+01	0.856497
8.55E+01	0.84861
8.55E+01	0.838365
8.55E+01	0.829499
8.55E+01	0.815994
8.55E+01	0.805726
8.55E+01	0.787976
8.56E+01	0.769154
8.56E+01	0.753065
8.56E+01	0.728472
8.56E+01	0.706348
8.56E+01	0.680908
8.56E+01	0.651692
8.57E+01	0.622316
8.57E+01	0.593941
8.57E+01	0.558133
8.57E+01	0.522577
8.57E+01	0.487369
8.57E+01	0.455762
8.58E+01	0.425439
8.58E+01	0.380496
8.58E+01	0.343466
8.58E+01	0.322663
8.58E+01	0.285416
8.58E+01	0.248189
8.59E+01	0.211758
8.59E+01	0.180766
8.59E+01	0.158761
8.59E+01	0.132231
8.59E+01	0.118435
8.59E+01	0.103086
8.60E+01	0.086972
8.60E+01	0.074974
8.60E+01	0.05788
8.60E+01	0.056908
8.60E+01	0.05071
8.60E+01	0.044345
8.61E+01	0.047962
8.61E+01	0.051031
8.61E+01	0.057697
8.61E+01	0.066821
8.61E+01	0.083339
8.61E+01	0.101786
8.62E+01	0.11425
8.62E+01	0.137657
8.62E+01	0.162936
8.62E+01	0.184838
8.62E+01	0.205562
8.62E+01	0.239591
8.63E+01	0.26935
8.63E+01	0.298935
8.63E+01	0.333103
8.63E+01	0.371808
8.63E+01	0.404445
8.63E+01	0.438836
8.64E+01	0.470374
8.64E+01	0.504922
8.64E+01	0.539655
8.64E+01	0.573408
8.64E+01	0.607696
8.64E+01	0.631753
8.65E+01	0.659707
8.65E+01	0.686469
8.65E+01	0.713505
8.65E+01	0.742211
8.65E+01	0.762417
8.65E+01	0.776431
8.66E+01	0.792657
8.66E+01	0.805411
8.66E+01	0.816334
8.66E+01	0.828108
8.66E+01	0.83978
8.66E+01	0.84627
8.67E+01	0.853338
8.67E+01	0.859449
8.67E+01	0.864474
8.67E+01	0.866187
8.67E+01	0.867507
8.67E+01	0.86795
8.68E+01	0.867324
8.68E+01	0.865381
8.68E+01	0.860749
8.68E+01	0.856651
8.68E+01	0.849331
8.68E+01	0.841625
8.69E+01	0.832246
8.69E+01	0.819935
8.69E+01	0.808108
8.69E+01	0.79205
8.69E+01	0.779692
8.69E+01	0.759761
8.70E+01	0.740113
8.70E+01	0.71584
8.70E+01	0.691884
8.70E+01	0.665236
8.70E+01	0.631768
8.70E+01	0.603654
8.71E+01	0.569617
8.71E+01	0.538151
8.71E+01	0.501182
8.71E+01	0.465279
8.71E+01	0.429011
8.71E+01	0.393941
8.72E+01	0.365904
8.72E+01	0.32479
8.72E+01	0.290333
8.72E+01	0.25599
8.72E+01	0.222178
8.72E+01	0.19707
8.73E+01	0.164435
8.73E+01	0.143422
8.73E+01	0.119095
8.73E+01	0.098545
8.73E+01	0.093298
8.73E+01	0.076537
8.74E+01	0.06898
8.74E+01	0.054533
8.74E+01	0.056326
8.74E+01	0.055957
8.74E+01	0.053571
8.74E+01	0.055506
8.75E+01	0.057708
8.75E+01	0.068268
8.75E+01	0.078342
8.75E+01	0.090534
8.75E+01	0.108979
8.75E+01	0.124064
8.76E+01	0.145776
8.76E+01	0.17484
8.76E+01	0.199458
8.76E+01	0.218227
8.76E+01	0.254804
8.76E+01	0.28623
8.77E+01	0.310363
8.77E+01	0.341641
8.77E+01	0.379823
8.77E+01	0.411776
8.77E+01	0.442818
8.77E+01	0.478488
8.78E+01	0.514861
8.78E+01	0.546678
8.78E+01	0.580015
8.78E+01	0.609241
8.78E+01	0.638875
8.78E+01	0.668568
8.79E+01	0.692831
8.79E+01	0.714639
8.79E+01	0.743351
8.79E+01	0.760614
8.79E+01	0.779798
8.79E+01	0.790715
8.80E+01	0.805415
8.80E+01	0.820427
8.80E+01	0.829649
8.80E+01	0.839906
8.80E+01	0.847383
8.80E+01	0.853506
8.81E+01	0.859062
8.81E+01	0.861929
8.81E+01	0.863816
8.81E+01	0.864172
8.81E+01	0.864362
8.81E+01	0.863035
8.82E+01	0.860885
8.82E+01	0.855865
8.82E+01	0.851231
8.82E+01	0.844571
8.82E+01	0.835224
8.82E+01	0.825873
8.83E+01	0.813922
8.83E+01	0.801825
8.83E+01	0.783561
8.83E+01	0.768208
8.83E+01	0.750066
8.83E+01	0.730936
8.84E+01	0.704034
8.84E+01	0.68117
8.84E+01	0.652649
8.84E+01	0.620434
8.84E+01	0.589615
8.84E+01	0.565996
8.85E+01	0.528176
8.85E+01	0.493051
8.85E+01	0.452164
8.85E+01	0.419467
8.85E+01	0.389168
8.85E+01	0.353782
8.86E+01	0.308995
8.86E+01	0.278689
8.86E+01	0.248013
8.86E+01	0.220921
8.86E+01	0.201412
8.86E+01	0.16843
8.87E+01	0.148797
8.87E+01	0.125041
8.87E+01	0.103963
8.87E+01	0.087155
8.87E+01	0.074665
8.87E+01	0.071564
8.88E+01	0.057141
8.88E+01	0.053131
8.88E+01	0.051006
8.88E+01	0.051292
8.88E+01	0.054181
8.88E+01	0.065002
8.89E+01	0.072476
8.89E+01	0.082614
8.89E+01	0.10075
8.89E+01	0.118765
8.89E+01	0.13767
8.89E+01	0.155651
8.90E+01	0.182237
8.90E+01	0.208292
8.90E+01	0.236192
8.90E+01	0.268019
8.90E+01	0.295254
8.90E+01	0.327076
8.91E+01	0.360394
8.91E+01	0.392372
8.91E+01	0.424162
8.91E+01	0.46215
8.91E+01	0.493211
8.91E+01	0.525054
8.92E+01	0.556507
8.92E+01	0.586551
8.92E+01	0.618671
8.92E+01	0.648607
8.92E+01	0.673298
8.92E+01	0.70337
8.93E+01	0.719017
8.93E+01	0.745657
8.93E+01	0.764465
8.93E+01	0.781874
8.93E+01	0.79895
8.93E+01	0.812714
8.94E+01	0.821183
8.94E+01	0.830874
8.94E+01	0.839461
8.94E+01	0.846179
8.94E+01	0.852644
8.94E+01	0.858066
8.95E+01	0.859626
8.95E+01	0.860786
8.95E+01	0.86121
8.95E+01	0.861335
8.95E+01	0.859775
8.95E+01	0.856908
8.96E+01	0.85106
8.96E+01	0.844518
8.96E+01	0.836719
8.96E+01	0.827903
8.96E+01	0.819192
8.96E+01	0.805108
8.97E+01	0.791003
8.97E+01	0.776891
8.97E+01	0.759981
8.97E+01	0.737911
8.97E+01	0.717103
8.97E+01	0.692795
8.98E+01	0.668592
8.98E+01	0.635776
8.98E+01	0.606368
8.98E+01	0.57236
8.98E+01	0.54842
8.98E+01	0.510738
8.99E+01	0.480469
8.99E+01	0.443149
8.99E+01	0.407374
8.99E+01	0.375439
8.99E+01	0.341726
8.99E+01	0.303761
9.00E+01	0.27021
9.00E+01	0.23686
9.00E+01	0.21364
9.00E+01	0.186366
9.00E+01	0.167178
9.00E+01	0.143748
9.01E+01	0.125923
9.01E+01	0.109887
9.01E+01	0.098125
9.01E+01	0.088226
9.01E+01	0.076121
9.01E+01	0.075097
9.02E+01	0.065282
9.02E+01	0.065431
9.02E+01	0.067563
9.02E+01	0.069809
9.02E+01	0.080079
9.02E+01	0.08705
9.03E+01	0.102519
9.03E+01	0.11886
9.03E+01	0.135004
9.03E+01	0.158968
9.03E+01	0.176032
9.03E+01	0.201176
9.04E+01	0.225354
9.04E+01	0.252809
9.04E+01	0.283729
9.04E+01	0.313112
9.04E+01	0.344029
9.04E+01	0.376801
9.05E+01	0.409903
9.05E+01	0.445339
9.05E+01	0.479954
9.05E+01	0.508236
9.05E+01	0.538601
9.05E+01	0.572808
9.06E+01	0.599988
9.06E+01	0.634056
9.06E+01	0.658756
9.06E+01	0.689176
9.06E+01	0.707667
9.06E+01	0.726383
9.07E+01	0.751348
9.07E+01	0.777586
9.07E+01	0.785944
9.07E+01	0.798562
9.07E+01	0.812697
9.07E+01	0.820785
9.08E+01	0.832644
9.08E+01	0.838978
9.08E+01	0.845597
9.08E+01	0.851134
9.08E+01	0.85553
9.08E+01	0.857543
9.09E+01	0.860631
9.09E+01	0.858304
9.09E+01	0.857351
9.09E+01	0.854964
9.09E+01	0.851001
9.09E+01	0.844507
9.10E+01	0.838337
9.10E+01	0.830016
9.10E+01	0.820164
9.10E+01	0.810183
9.10E+01	0.796679
9.10E+01	0.783236
9.11E+01	0.765353
9.11E+01	0.747346
9.11E+01	0.727998
9.11E+01	0.704289
9.11E+01	0.680299
9.11E+01	0.653894
9.12E+01	0.624838
9.12E+01	0.593286
9.12E+01	0.563169
9.12E+01	0.533587
9.12E+01	0.501151
9.12E+01	0.465732
9.13E+01	0.4307
9.13E+01	0.392957
9.13E+01	0.363013
9.13E+01	0.324195
9.13E+01	0.297436
9.13E+01	0.266892
9.14E+01	0.235939
9.14E+01	0.207792
9.14E+01	0.180866
9.14E+01	0.164135
9.14E+01	0.136577
9.14E+01	0.121788
9.15E+01	0.111493
9.15E+01	0.091523
9.15E+01	0.087682
9.15E+01	0.0748
9.15E+01	0.073043
9.15E+01	0.071734
9.16E+01	0.070326
9.16E+01	0.073598
9.16E+01	0.078088
9.16E+01	0.087513
9.16E+01	0.099126
9.16E+01	0.110155
9.17E+01	0.125139
9.17E+01	0.140322
9.17E+01	0.161759
9.17E+01	0.187647
9.17E+01	0.213328
9.17E+01	0.242852
9.18E+01	0.266935
9.18E+01	0.294477
9.18E+01	0.327306
9.18E+01	0.355747
9.18E+01	0.39053
9.18E+01	0.427093
9.19E+01	0.449864
9.19E+01	0.487593
9.19E+01	0.519943
9.19E+01	0.550018
9.19E+01	0.584289
9.19E+01	0.610024
9.20E+01	0.639506
9.20E+01	0.66524
9.20E+01	0.690034
9.20E+01	0.713614
9.20E+01	0.737951
9.20E+01	0.764238
9.21E+01	0.777744
9.21E+01	0.790687
9.21E+01	0.802172
9.21E+01	0.813634
9.21E+01	0.822356
9.21E+01	0.83207
9.22E+01	0.83921
9.22E+01	0.846056
9.22E+01	0.849477
9.22E+01	0.85426
9.22E+01	0.855098
9.22E+01	0.855419
9.23E+01	0.855316
9.23E+01	0.853207
9.23E+01	0.849153
9.23E+01	0.844329
9.23E+01	0.838752
9.23E+01	0.831701
9.24E+01	0.82211
9.24E+01	0.812765
9.24E+01	0.801253
9.24E+01	0.789673
9.24E+01	0.772674
9.24E+01	0.756205
9.25E+01	0.737793
9.25E+01	0.718853
9.25E+01	0.696152
9.25E+01	0.667678
9.25E+01	0.64059
9.25E+01	0.61539
9.26E+01	0.584229
9.26E+01	0.55144
9.26E+01	0.520387
9.26E+01	0.486213
9.26E+01	0.453473
9.26E+01	0.420711
9.27E+01	0.381603
9.27E+01	0.352033
9.27E+01	0.319195
9.27E+01	0.285134
9.27E+01	0.253285
9.27E+01	0.244004
9.28E+01	0.207134
9.28E+01	0.179334
9.28E+01	0.15784
9.28E+01	0.141838
9.28E+01	0.12077
9.28E+01	0.109564
9.29E+01	0.091929
9.29E+01	0.086937
9.29E+01	0.08865
9.29E+01	0.081944
9.29E+01	0.081094
9.29E+01	0.083724
9.30E+01	0.0896
9.30E+01	0.095268
9.30E+01	0.100084
9.30E+01	0.109657
9.30E+01	0.122555
9.30E+01	0.143067
9.31E+01	0.159761
9.31E+01	0.181888
9.31E+01	0.207134
9.31E+01	0.232092
9.31E+01	0.255463
9.31E+01	0.282497
9.32E+01	0.312897
9.32E+01	0.340359
9.32E+01	0.372534
9.32E+01	0.407626
9.32E+01	0.436879
9.32E+01	0.471458
9.33E+01	0.504777
9.33E+01	0.531915
9.33E+01	0.562124
9.33E+01	0.59304
9.33E+01	0.619332
9.33E+01	0.647423
9.34E+01	0.674232
9.34E+01	0.700348
9.34E+01	0.723055
9.34E+01	0.742601
9.34E+01	0.762417
9.34E+01	0.779459
9.35E+01	0.792064
9.35E+01	0.803793
9.35E+01	0.817022
9.35E+01	0.823049
9.35E+01	0.831212
9.35E+01	0.839262
9.36E+01	0.844861
9.36E+01	0.847481
9.36E+01	0.851811
9.36E+01	0.851935
9.36E+01	0.851995
9.36E+01	0.851703
9.37E+01	0.849556
9.37E+01	0.844885
9.37E+01	0.840461
9.37E+01	0.833976
9.37E+01	0.825397
9.37E+01	0.818109
9.38E+01	0.807143
9.38E+01	0.795637
9.38E+01	0.77977
9.38E+01	0.7642
9.38E+01	0.743866
9.38E+01	0.727267
9.39E+01	0.703391
9.39E+01	0.678929
9.39E+01	0.654151
9.39E+01	0.628249
9.39E+01	0.598348
9.39E+01	0.565605
9.40E+01	0.538493
9.40E+01	0.505786
9.40E+01	0.475057
9.40E+01	0.4393
9.40E+01	0.4039
9.40E+01	0.374932
9.41E+01	0.338357
9.41E+01	0.307577
9.41E+01	0.278462
9.41E+01	0.252157
9.41E+01	0.224025
9.41E+01	0.199636
9.42E+01	0.178162
9.42E+01	0.155425
9.42E+01	0.140469
9.42E+01	0.122436
9.42E+01	0.113911
9.42E+01	0.099591
9.43E+01	0.09731
9.43E+01	0.086227
9.43E+01	0.086091
9.43E+01	0.084746
9.43E+01	0.087104
9.43E+01	0.094953
9.44E+01	0.10074
9.44E+01	0.111375
9.44E+01	0.123032
9.44E+01	0.140683
9.44E+01	0.154704
9.44E+01	0.173208
9.45E+01	0.199272
9.45E+01	0.222853
9.45E+01	0.252256
9.45E+01	0.271808
9.45E+01	0.300996
9.45E+01	0.330612
9.46E+01	0.36128
9.46E+01	0.393385
9.46E+01	0.423924
9.46E+01	0.455807
9.46E+01	0.488521
9.46E+01	0.515498
9.47E+01	0.545902
9.47E+01	0.577882
9.47E+01	0.608707
9.47E+01	0.63748
9.47E+01	0.657429
9.47E+01	0.681648
9.48E+01	0.705092
9.48E+01	0.72742
9.48E+01	0.748328
9.48E+01	0.768202
9.48E+01	0.784662
9.48E+01	0.799187
9.49E+01	0.806459
9.49E+01	0.816202
9.49E+01	0.825187
9.49E+01	0.832712
9.49E+01	0.838867
9.49E+01	0.843013
9.50E+01	0.845494
9.50E+01	0.848273
9.50E+01	0.848118
9.50E+01	0.848806
9.50E+01	0.847989
9.50E+01	0.843129
9.51E+01	0.837589
9.51E+01	0.833105
9.51E+01	0.825418
9.51E+01	0.814918
9.51E+01	0.807115
9.51E+01	0.798213
9.52E+01	0.785707
9.52E+01	0.768858
9.52E+01	0.752263
9.52E+01	0.731627
9.52E+01	0.710912
9.52E+01	0.689064
9.53E+01	0.663205
9.53E+01	0.636886
9.53E+01	0.612006
9.53E+01	0.580898
9.53E+01	0.555758
9.53E+01	0.524045
9.54E+01	0.493353
9.54E+01	0.459728
9.54E+01	0.427263
9.54E+01	0.39202
9.54E+01	0.357599
9.54E+01	0.326038
9.55E+01	0.292423
9.55E+01	0.271777
9.55E+01	0.23967
9.55E+01	0.211964
9.55E+01	0.195806
9.55E+01	0.174334
9.56E+01	0.158253
9.56E+01	0.13274
9.56E+01	0.118548
9.56E+01	0.109064
9.56E+01	0.099097
9.56E+01	0.092901
9.57E+01	0.09283
9.57E+01	0.088035
9.57E+01	0.090026
9.57E+01	0.093914
9.57E+01	0.097743
9.57E+01	0.107632
9.58E+01	0.117152
9.58E+01	0.131045
9.58E+01	0.148567
9.58E+01	0.167707
9.58E+01	0.184357
9.58E+01	0.209768
9.59E+01	0.23388
9.59E+01	0.260556
9.59E+01	0.289895
9.59E+01	0.313729
9.59E+01	0.345268
9.59E+01	0.372745
9.60E+01	0.405521
9.60E+01	0.435798
9.60E+01	0.466839
9.60E+01	0.499277
9.60E+01	0.528793
9.60E+01	0.560478
9.61E+01	0.59296
9.61E+01	0.61609
9.61E+01	0.642551
9.61E+01	0.666841
9.61E+01	0.687335
9.61E+01	0.709264
9.62E+01	0.733732
9.62E+01	0.750303
9.62E+01	0.769565
9.62E+01	0.784763
9.62E+01	0.79686
9.62E+01	0.80747
9.63E+01	0.815506
9.63E+01	0.824346
9.63E+01	0.831644
9.63E+01	0.835373
9.63E+01	0.840186
9.63E+01	0.842879
9.64E+01	0.843661
9.64E+01	0.845879
9.64E+01	0.843733
9.64E+01	0.841811
9.64E+01	0.836057
9.64E+01	0.831873
9.65E+01	0.824924
9.65E+01	0.817009
9.65E+01	0.807201
9.65E+01	0.797674
9.65E+01	0.784658
9.65E+01	0.768876
9.66E+01	0.756338
9.66E+01	0.737069
9.66E+01	0.717585
9.66E+01	0.695896
9.66E+01	0.672106
9.66E+01	0.649259
9.67E+01	0.622878
9.67E+01	0.595522
9.67E+01	0.565371
9.67E+01	0.537207
9.67E+01	0.505815
9.67E+01	0.479439
9.68E+01	0.448294
9.68E+01	0.415444
9.68E+01	0.384066
9.68E+01	0.348835
9.68E+01	0.31204
9.68E+01	0.283164
9.69E+01	0.263521
9.69E+01	0.229737
9.69E+01	0.212903
9.69E+01	0.19271
9.69E+01	0.161395
9.69E+01	0.142775
9.70E+01	0.135649
9.70E+01	0.125321
9.70E+01	0.121878
9.70E+01	0.108273
9.70E+01	0.097084
9.70E+01	0.09268
9.71E+01	0.093464
9.71E+01	0.094996
9.71E+01	0.10148
9.71E+01	0.108606
9.71E+01	0.120863
9.71E+01	0.131855
9.72E+01	0.146229
9.72E+01	0.16133
9.72E+01	0.179132
9.72E+01	0.2003
9.72E+01	0.226573
9.72E+01	0.250982
9.73E+01	0.274549
9.73E+01	0.304232
9.73E+01	0.329344
9.73E+01	0.364917
9.73E+01	0.388482
9.73E+01	0.422717
9.74E+01	0.451981
9.74E+01	0.48389
9.74E+01	0.512619
9.74E+01	0.543639
9.74E+01	0.571946
9.74E+01	0.597285
9.75E+01	0.626358
9.75E+01	0.650897
9.75E+01	0.674841
9.75E+01	0.696795
9.75E+01	0.716459
9.75E+01	0.750331
9.76E+01	0.765704
9.76E+01	0.778857
9.76E+01	0.789779
9.76E+01	0.80061
9.76E+01	0.810771
9.76E+01	0.818692
9.77E+01	0.827276
9.77E+01	0.830798
9.77E+01	0.835178
9.77E+01	0.839043
9.77E+01	0.840402
9.77E+01	0.841298
9.78E+01	0.840956
9.78E+01	0.840161
9.78E+01	0.836763
9.78E+01	0.832258
9.78E+01	0.825872
9.78E+01	0.819653
9.79E+01	0.811848
9.79E+01	0.801575
9.79E+01	0.790725
9.79E+01	0.777335
9.79E+01	0.761843
9.79E+01	0.746925
9.80E+01	0.730861
9.80E+01	0.708671
9.80E+01	0.68432
9.80E+01	0.664106
9.80E+01	0.639603
9.80E+01	0.618083
9.81E+01	0.583267
9.81E+01	0.552556
9.81E+01	0.522272
9.81E+01	0.486967
9.81E+01	0.461898
9.81E+01	0.428597
9.82E+01	0.396091
9.82E+01	0.369194
9.82E+01	0.33311
9.82E+01	0.306254
9.82E+01	0.287828
9.82E+01	0.255128
9.83E+01	0.231644
9.83E+01	0.208265
9.83E+01	0.180983
9.83E+01	0.172985
9.83E+01	0.159081
9.83E+01	0.135792
9.84E+01	0.129917
9.84E+01	0.113352
9.84E+01	0.110027
9.84E+01	0.107885
9.84E+01	0.103675
9.84E+01	0.104315
9.85E+01	0.109043
9.85E+01	0.112375
9.85E+01	0.123804
9.85E+01	0.136023
9.85E+01	0.1479
9.85E+01	0.160631
9.86E+01	0.178566
9.86E+01	0.200278
9.86E+01	0.223988
9.86E+01	0.24507
9.86E+01	0.270372
9.86E+01	0.295417
9.87E+01	0.317235
9.87E+01	0.347653
9.87E+01	0.38186
9.87E+01	0.40691
9.87E+01	0.440745
9.87E+01	0.470274
9.88E+01	0.496735
9.88E+01	0.530476
9.88E+01	0.555585
9.88E+01	0.584235
9.88E+01	0.612478
9.88E+01	0.637382
9.89E+01	0.660373
9.89E+01	0.687457
9.89E+01	0.708326
9.89E+01	0.731723
9.89E+01	0.748556
9.89E+01	0.76637
9.90E+01	0.780095
9.90E+01	0.792749
9.90E+01	0.801395
9.90E+01	0.809467
9.90E+01	0.818834
9.90E+01	0.825134
9.91E+01	0.82941
9.91E+01	0.83233
9.91E+01	0.836885
9.91E+01	0.837701
9.91E+01	0.837783
9.91E+01	0.836989
9.92E+01	0.833437
9.92E+01	0.831204
9.92E+01	0.824754
9.92E+01	0.818312
9.92E+01	0.809752
9.92E+01	0.800443
9.93E+01	0.795992
9.93E+01	0.786094
9.93E+01	0.770526
9.93E+01	0.752796
9.93E+01	0.736129
9.93E+01	0.715332
9.94E+01	0.69477
9.94E+01	0.673439
9.94E+01	0.649333
9.94E+01	0.622803
9.94E+01	0.597152
9.94E+01	0.571666
9.95E+01	0.545431
9.95E+01	0.516826
9.95E+01	0.480391
9.95E+01	0.458327
9.95E+01	0.416184
9.95E+01	0.393215
9.96E+01	0.358995
9.96E+01	0.325323
9.96E+01	0.291294
9.96E+01	0.263929
9.96E+01	0.242946
9.96E+01	0.227038
9.97E+01	0.200092
9.97E+01	0.190163
9.97E+01	0.163235
9.97E+01	0.151464
9.97E+01	0.142552
9.97E+01	0.126304
9.98E+01	0.12128
9.98E+01	0.114354
9.98E+01	0.110781
9.98E+01	0.110773
9.98E+01	0.110945
9.98E+01	0.115344
9.99E+01	0.125494
9.99E+01	0.13276
9.99E+01	0.14133
9.99E+01	0.155015
9.99E+01	0.176286
9.99E+01	0.194064
1.00E+02	0.214064
1.00E+02	0.233434
1.00E+02	0.258967
1.00E+02	0.278406
1.00E+02	0.310529
1.00E+02	0.336908
1.00E+02	0.364365
1.00E+02	0.392787
1.00E+02	0.424995
1.00E+02	0.454108
1.00E+02	0.485191
1.00E+02	0.513444
1.00E+02	0.543029
1.00E+02	0.568276
1.00E+02	0.597318
1.00E+02	0.621439
1.00E+02	0.650456
1.00E+02	0.671149
1.00E+02	0.69426
1.00E+02	0.714073
1.00E+02	0.730591
1.00E+02	0.752166
1.00E+02	0.769536
1.00E+02	0.784656
1.00E+02	0.791473
1.00E+02	0.805626
1.00E+02	0.811415
1.00E+02	0.818957
1.00E+02	0.825432
1.00E+02	0.829254
1.00E+02	0.832051
1.00E+02	0.835832
1.00E+02	0.835647
1.01E+02	0.83521
1.01E+02	0.832387
1.01E+02	0.828043
1.01E+02	0.824065
1.01E+02	0.818203
1.01E+02	0.810541
1.01E+02	0.802287
1.01E+02	0.794405
1.01E+02	0.781981
1.01E+02	0.772339
1.01E+02	0.754945
1.01E+02	0.742378
1.01E+02	0.72162
1.01E+02	0.699664
1.01E+02	0.680592
1.01E+02	0.655459
1.01E+02	0.6339
1.01E+02	0.608201
1.01E+02	0.577552
1.01E+02	0.548446
1.01E+02	0.52653
1.01E+02	0.498893
1.01E+02	0.462139
1.01E+02	0.432288
1.01E+02	0.399757
1.01E+02	0.372158
1.01E+02	0.345441
1.01E+02	0.316846
1.01E+02	0.287642
1.01E+02	0.265381
1.01E+02	0.235687
1.01E+02	0.212713
1.01E+02	0.194731
1.01E+02	0.175607
1.01E+02	0.161025
1.01E+02	0.149665
1.01E+02	0.136053
1.01E+02	0.132623
1.01E+02	0.120009
1.01E+02	0.12136
1.01E+02	0.121324
1.01E+02	0.120477
1.01E+02	0.121478
1.01E+02	0.12844
1.01E+02	0.134821
1.01E+02	0.146327
1.01E+02	0.156949
1.01E+02	0.170686
1.01E+02	0.186257
1.01E+02	0.205043
1.01E+02	0.22477
1.01E+02	0.252422
1.01E+02	0.274477
1.01E+02	0.297281
1.01E+02	0.323314
1.01E+02	0.355117
1.01E+02	0.381039
1.01E+02	0.406723
1.01E+02	0.438989
1.01E+02	0.470689
1.02E+02	0.497432
1.02E+02	0.531727
1.02E+02	0.553713
1.02E+02	0.58184
1.02E+02	0.605905
1.02E+02	0.633792
1.02E+02	0.657443
1.02E+02	0.680657
1.02E+02	0.701443
1.02E+02	0.723315
1.02E+02	0.7397
1.02E+02	0.76145
1.02E+02	0.771662
1.02E+02	0.786679
1.02E+02	0.796895
1.02E+02	0.805349
1.02E+02	0.813337
1.02E+02	0.821088
1.02E+02	0.821852
1.02E+02	0.827653
1.02E+02	0.829212
1.02E+02	0.833127
1.02E+02	0.833386
1.02E+02	0.830477
1.02E+02	0.826923
1.02E+02	0.82378
1.02E+02	0.818176
1.02E+02	0.813366
1.02E+02	0.803699
1.02E+02	0.7952
1.02E+02	0.787975
1.02E+02	0.776647
1.02E+02	0.764237
1.02E+02	0.747615
1.02E+02	0.73414
1.02E+02	0.709024
1.02E+02	0.692831
1.02E+02	0.663923
1.02E+02	0.646356
1.02E+02	0.622024
1.02E+02	0.597592
1.02E+02	0.569841
1.02E+02	0.540885
1.02E+02	0.513282
1.02E+02	0.485771
1.02E+02	0.455305
1.02E+02	0.424547
1.02E+02	0.394674
1.02E+02	0.354863
1.02E+02	0.335966
1.02E+02	0.30899
1.02E+02	0.277417
1.02E+02	0.257923
1.02E+02	0.235012
1.02E+02	0.216017
1.02E+02	0.196509
1.02E+02	0.186533
1.02E+02	0.165872
1.02E+02	0.149716
1.02E+02	0.14701
1.03E+02	0.139952
1.03E+02	0.137695
1.03E+02	0.130811
1.03E+02	0.132574
1.03E+02	0.132768
1.03E+02	0.136991
1.03E+02	0.141218
1.03E+02	0.147477
1.03E+02	0.168389
1.03E+02	0.178806
1.03E+02	0.189957
1.03E+02	0.215201
1.03E+02	0.230337
1.03E+02	0.25107
1.03E+02	0.27446
1.03E+02	0.29522
1.03E+02	0.325448
1.03E+02	0.351073
1.03E+02	0.375238
1.03E+02	0.409064
1.03E+02	0.438347
1.03E+02	0.466958
1.03E+02	0.490747
1.03E+02	0.518475
1.03E+02	0.546645
1.03E+02	0.569778
1.03E+02	0.598547
1.03E+02	0.626955
1.03E+02	0.645658
1.03E+02	0.666921
1.03E+02	0.691597
1.03E+02	0.709155
1.03E+02	0.734449
1.03E+02	0.750136
1.03E+02	0.76632
1.03E+02	0.774043
1.03E+02	0.789579
1.03E+02	0.800549
1.03E+02	0.805341
1.03E+02	0.813847
1.03E+02	0.817201
1.03E+02	0.820681
1.03E+02	0.822418
1.03E+02	0.825184
1.03E+02	0.825742
1.03E+02	0.825904
1.03E+02	0.824393
1.03E+02	0.822057
1.03E+02	0.816736
1.03E+02	0.810644
