t	angle
2.11E+01	-0.24514
2.11E+01	-0.19369
2.11E+01	-0.11949
2.11E+01	-0.05107
2.11E+01	0.027397
2.12E+01	0.102748
2.12E+01	0.188359
2.12E+01	0.267052
2.12E+01	0.349928
2.12E+01	0.425826
2.12E+01	0.509376
2.13E+01	0.582113
2.13E+01	0.65322
2.13E+01	0.711571
2.13E+01	0.777187
2.13E+01	0.829527
2.13E+01	0.861377
2.14E+01	0.898872
2.14E+01	0.934752
2.14E+01	0.954832
2.14E+01	0.97181
2.14E+01	0.980639
2.14E+01	0.988988
2.15E+01	0.995924
2.15E+01	0.999908
2.15E+01	0.999958
2.15E+01	0.999076
2.15E+01	0.999512
2.15E+01	0.997018
2.16E+01	0.996441
2.16E+01	0.996777
2.16E+01	0.996314
2.16E+01	0.996423
2.16E+01	0.996499
2.16E+01	0.996587
2.17E+01	0.996436
2.17E+01	0.996468
2.17E+01	0.997278
2.17E+01	0.998915
2.17E+01	0.99991
2.17E+01	0.999564
2.18E+01	0.994166
2.18E+01	0.988784
2.18E+01	0.976226
2.18E+01	0.961314
2.18E+01	0.947402
2.18E+01	0.920528
2.19E+01	0.883584
2.19E+01	0.844003
2.19E+01	0.7957
2.19E+01	0.741991
2.19E+01	0.680664
2.19E+01	0.620549
2.20E+01	0.541055
2.20E+01	0.463563
2.20E+01	0.374524
2.20E+01	0.292205
2.20E+01	0.206889
2.20E+01	0.125268
2.21E+01	0.045958
2.21E+01	-0.03258
2.21E+01	-0.10839
2.21E+01	-0.18769
2.21E+01	-0.24327
2.21E+01	-0.30381
2.22E+01	-0.34176
2.22E+01	-0.39652
2.22E+01	-0.43267
2.22E+01	-0.44548
2.22E+01	-0.48255
2.22E+01	-0.496
2.23E+01	-0.50294
2.23E+01	-0.51277
2.23E+01	-0.51596
2.23E+01	-0.51851
2.23E+01	-0.51692
2.23E+01	-0.50112
2.24E+01	-0.49166
2.24E+01	-0.46327
2.24E+01	-0.44061
2.24E+01	-0.40481
2.24E+01	-0.36824
2.24E+01	-0.33577
2.25E+01	-0.2761
2.25E+01	-0.22848
2.25E+01	-0.18051
2.25E+01	-0.1189
2.25E+01	-0.04981
2.25E+01	0.014631
2.26E+01	0.096484
2.26E+01	0.172195
2.26E+01	0.254763
2.26E+01	0.330592
2.26E+01	0.415237
2.26E+01	0.494617
2.27E+01	0.568471
2.27E+01	0.630475
2.27E+01	0.701465
2.27E+01	0.759062
2.27E+01	0.803562
2.27E+01	0.856058
2.28E+01	0.891493
2.28E+01	0.918824
2.28E+01	0.948512
2.28E+01	0.966312
2.28E+01	0.975666
2.28E+01	0.989921
2.29E+01	0.994172
2.29E+01	0.996753
2.29E+01	0.999816
2.29E+01	0.999881
2.29E+01	0.999709
2.29E+01	0.999329
2.30E+01	0.998465
2.30E+01	0.995919
2.30E+01	0.997878
2.30E+01	0.997993
2.30E+01	0.997967
2.30E+01	0.998025
2.31E+01	0.998833
2.31E+01	0.998802
2.31E+01	0.997351
2.31E+01	0.99934
2.31E+01	0.999885
2.31E+01	0.999793
2.32E+01	0.993177
2.32E+01	0.98528
2.32E+01	0.980456
2.32E+01	0.964439
2.32E+01	0.941495
2.32E+01	0.918607
2.33E+01	0.894232
2.33E+01	0.854656
2.33E+01	0.80555
2.33E+01	0.75248
2.33E+01	0.694948
2.33E+01	0.623628
2.34E+01	0.555127
2.34E+01	0.475069
2.34E+01	0.400721
2.34E+01	0.318313
2.34E+01	0.233797
2.34E+01	0.152564
2.35E+01	0.067727
2.35E+01	-0.00651
2.35E+01	-0.07753
2.35E+01	-0.15547
2.35E+01	-0.22144
2.35E+01	-0.27406
2.36E+01	-0.32713
2.36E+01	-0.36678
2.36E+01	-0.3979
2.36E+01	-0.43513
2.36E+01	-0.4423
2.36E+01	-0.47289
2.37E+01	-0.48762
2.37E+01	-0.49534
2.37E+01	-0.49998
2.37E+01	-0.50184
2.37E+01	-0.49426
2.37E+01	-0.48548
2.38E+01	-0.47058
2.38E+01	-0.44596
2.38E+01	-0.42188
2.38E+01	-0.41896
2.38E+01	-0.3612
2.38E+01	-0.33425
2.39E+01	-0.2844
2.39E+01	-0.22284
2.39E+01	-0.17053
2.39E+01	-0.10798
2.39E+01	0.008239
2.40E+01	0.09738
2.40E+01	0.163396
2.40E+01	0.243157
2.40E+01	0.325338
2.40E+01	0.39613
2.40E+01	0.481865
2.41E+01	0.556466
2.41E+01	0.626652
2.41E+01	0.685605
2.41E+01	0.74395
2.41E+01	0.79762
2.41E+01	0.838278
2.42E+01	0.877438
2.42E+01	0.912753
2.42E+01	0.938677
2.42E+01	0.958098
2.42E+01	0.969968
2.42E+01	0.982221
2.43E+01	0.990911
2.43E+01	0.996702
2.43E+01	0.999941
2.43E+01	0.999797
2.43E+01	0.999928
2.43E+01	0.999131
2.44E+01	0.998151
2.44E+01	0.995228
2.44E+01	0.99562
2.44E+01	0.995689
2.44E+01	0.995743
2.44E+01	0.995697
2.45E+01	0.996284
2.45E+01	0.997153
2.45E+01	0.997948
2.45E+01	0.999773
2.45E+01	0.99999
2.45E+01	0.999584
2.46E+01	0.993337
2.46E+01	0.985848
2.46E+01	0.981149
2.46E+01	0.967473
2.46E+01	0.939295
2.46E+01	0.91543
2.47E+01	0.883745
2.47E+01	0.846788
2.47E+01	0.802533
2.47E+01	0.74739
2.47E+01	0.68817
2.47E+01	0.623089
2.48E+01	0.556425
2.48E+01	0.485209
2.48E+01	0.400973
2.48E+01	0.32674
2.48E+01	0.241325
2.48E+01	0.161056
2.49E+01	0.081115
2.49E+01	0.004245
2.49E+01	-0.06028
2.49E+01	-0.12614
2.49E+01	-0.19482
2.49E+01	-0.26031
2.50E+01	-0.29477
2.50E+01	-0.34941
2.50E+01	-0.37194
2.50E+01	-0.41001
2.50E+01	-0.42692
2.50E+01	-0.44916
2.51E+01	-0.46808
2.51E+01	-0.47515
2.51E+01	-0.47742
2.51E+01	-0.47775
2.51E+01	-0.47499
2.51E+01	-0.46552
2.52E+01	-0.44654
2.52E+01	-0.42792
2.52E+01	-0.40678
2.52E+01	-0.37708
2.52E+01	-0.35255
2.52E+01	-0.30992
2.53E+01	-0.24866
2.53E+01	-0.21385
2.53E+01	-0.1523
2.53E+01	-0.0951
2.53E+01	-0.03485
2.53E+01	0.032343
2.54E+01	0.101416
2.54E+01	0.175497
2.54E+01	0.255678
2.54E+01	0.331561
2.54E+01	0.41082
2.54E+01	0.484777
2.55E+01	0.555991
2.55E+01	0.623647
2.55E+01	0.678432
2.55E+01	0.747441
2.55E+01	0.797851
2.55E+01	0.843872
2.56E+01	0.882054
2.56E+01	0.909573
2.56E+01	0.94017
2.56E+01	0.959433
2.56E+01	0.972063
2.56E+01	0.981807
2.57E+01	0.987981
2.57E+01	0.994106
2.57E+01	0.997988
2.57E+01	0.999987
2.57E+01	0.99985
2.57E+01	0.998958
2.58E+01	0.997362
2.58E+01	0.999077
2.58E+01	0.994594
2.58E+01	0.996027
2.58E+01	0.995279
2.58E+01	0.996221
2.59E+01	0.997113
2.59E+01	0.998277
2.59E+01	0.999132
2.59E+01	0.999857
2.59E+01	0.999882
2.59E+01	0.998384
2.60E+01	0.99455
2.60E+01	0.985229
2.60E+01	0.971473
2.60E+01	0.954771
2.60E+01	0.94337
2.60E+01	0.919609
2.61E+01	0.889896
2.61E+01	0.840588
2.61E+01	0.806279
2.61E+01	0.74503
2.61E+01	0.688209
2.61E+01	0.620468
2.62E+01	0.564597
2.62E+01	0.481614
2.62E+01	0.403027
2.62E+01	0.322586
2.62E+01	0.259108
2.62E+01	0.172415
2.63E+01	0.084468
2.63E+01	0.017563
2.63E+01	-0.0427
2.63E+01	-0.11584
2.63E+01	-0.17856
2.63E+01	-0.23088
2.64E+01	-0.27762
2.64E+01	-0.31949
2.64E+01	-0.35217
2.64E+01	-0.38926
2.64E+01	-0.41298
2.64E+01	-0.43269
2.65E+01	-0.44881
2.65E+01	-0.45813
2.65E+01	-0.45457
2.65E+01	-0.45322
2.65E+01	-0.45516
2.65E+01	-0.45491
2.66E+01	-0.43145
2.66E+01	-0.41887
2.66E+01	-0.39832
2.66E+01	-0.37621
2.66E+01	-0.34144
2.66E+01	-0.30387
2.67E+01	-0.25743
2.67E+01	-0.18547
2.67E+01	-0.13855
2.67E+01	-0.09191
2.67E+01	-0.0183
2.67E+01	0.049139
2.68E+01	0.119246
2.68E+01	0.191708
2.68E+01	0.267855
2.68E+01	0.338865
2.68E+01	0.414538
2.68E+01	0.488151
2.69E+01	0.559194
2.69E+01	0.631892
2.69E+01	0.694519
2.69E+01	0.748608
2.69E+01	0.800874
2.69E+01	0.843912
2.70E+01	0.875963
2.70E+01	0.90886
2.70E+01	0.932243
2.70E+01	0.953115
2.70E+01	0.970799
2.70E+01	0.981463
2.71E+01	0.990008
2.71E+01	0.99538
2.71E+01	0.999674
2.71E+01	0.999992
2.71E+01	0.999778
2.71E+01	0.999462
2.72E+01	0.999151
2.72E+01	0.997732
2.72E+01	0.995715
2.72E+01	0.997346
2.72E+01	0.996862
2.72E+01	0.997277
2.73E+01	0.99745
2.73E+01	0.998637
2.73E+01	0.999522
2.73E+01	0.99998
2.73E+01	0.999319
2.73E+01	0.997023
2.74E+01	0.985173
2.74E+01	0.978357
2.74E+01	0.966692
2.74E+01	0.952233
2.74E+01	0.93467
2.74E+01	0.913464
2.75E+01	0.870913
2.75E+01	0.831534
2.75E+01	0.788204
2.75E+01	0.728742
2.75E+01	0.677331
2.75E+01	0.617397
2.76E+01	0.544561
2.76E+01	0.46928
2.76E+01	0.409708
2.76E+01	0.329305
2.76E+01	0.257784
2.76E+01	0.180555
2.77E+01	0.094152
2.77E+01	0.017524
2.77E+01	-0.02609
2.77E+01	-0.10268
2.77E+01	-0.16322
2.77E+01	-0.22075
2.78E+01	-0.27251
2.78E+01	-0.30762
2.78E+01	-0.33659
2.78E+01	-0.37087
2.78E+01	-0.39212
2.78E+01	-0.41319
2.79E+01	-0.42665
2.79E+01	-0.44385
2.79E+01	-0.44314
2.79E+01	-0.44298
2.79E+01	-0.43352
2.79E+01	-0.42135
2.80E+01	-0.41213
2.80E+01	-0.39441
2.80E+01	-0.35701
2.80E+01	-0.33836
2.80E+01	-0.3098
2.80E+01	-0.27175
2.81E+01	-0.23734
2.81E+01	-0.1652
2.81E+01	-0.11926
2.81E+01	-0.05377
2.81E+01	0.001273
2.81E+01	0.072992
2.82E+01	0.142823
2.82E+01	0.209262
2.82E+01	0.290223
2.82E+01	0.358171
2.82E+01	0.436116
2.82E+01	0.510702
2.83E+01	0.570754
2.83E+01	0.642154
2.83E+01	0.700007
2.83E+01	0.756899
2.83E+01	0.807344
2.83E+01	0.837423
2.84E+01	0.877741
2.84E+01	0.915133
2.84E+01	0.929043
2.84E+01	0.95583
2.84E+01	0.97021
2.84E+01	0.979932
2.85E+01	0.986222
2.85E+01	0.991503
2.85E+01	0.996453
2.85E+01	0.998185
2.85E+01	0.999721
2.85E+01	0.999026
2.86E+01	0.998033
2.86E+01	0.997431
2.86E+01	0.997165
2.86E+01	0.996769
2.86E+01	0.996667
2.86E+01	0.997128
2.87E+01	0.999035
2.87E+01	0.999613
2.87E+01	0.999927
2.87E+01	0.999968
2.87E+01	0.997688
2.87E+01	0.990336
2.88E+01	0.981618
2.88E+01	0.972096
2.88E+01	0.957063
2.88E+01	0.947835
2.88E+01	0.923031
2.88E+01	0.898839
2.89E+01	0.858358
2.89E+01	0.815721
2.89E+01	0.776515
2.89E+01	0.71697
2.89E+01	0.664454
2.89E+01	0.600415
2.90E+01	0.531828
2.90E+01	0.463661
2.90E+01	0.38462
2.90E+01	0.318077
2.90E+01	0.236827
2.90E+01	0.168522
2.91E+01	0.095905
2.91E+01	0.030212
2.91E+01	-0.04561
2.91E+01	-0.10508
2.91E+01	-0.17305
2.91E+01	-0.21106
2.92E+01	-0.26356
2.92E+01	-0.29817
2.92E+01	-0.3251
2.92E+01	-0.35984
2.92E+01	-0.37687
2.92E+01	-0.39828
2.93E+01	-0.40812
2.93E+01	-0.41603
2.93E+01	-0.41866
2.93E+01	-0.41931
2.93E+01	-0.41253
2.93E+01	-0.39621
2.94E+01	-0.3896
2.94E+01	-0.37096
2.94E+01	-0.33961
2.94E+01	-0.30758
2.94E+01	-0.27414
2.94E+01	-0.23881
2.95E+01	-0.18657
2.95E+01	-0.13821
2.95E+01	-0.08549
2.95E+01	-0.03188
2.95E+01	0.031269
2.95E+01	0.100759
2.96E+01	0.166467
2.96E+01	0.238945
2.96E+01	0.307767
2.96E+01	0.382602
2.96E+01	0.450688
2.96E+01	0.523643
2.97E+01	0.591762
2.97E+01	0.652742
2.97E+01	0.710029
2.97E+01	0.755078
2.97E+01	0.809765
2.97E+01	0.842532
2.98E+01	0.887742
2.98E+01	0.906861
2.98E+01	0.931444
2.98E+01	0.952076
2.98E+01	0.970397
2.98E+01	0.981187
2.99E+01	0.985539
2.99E+01	0.991437
2.99E+01	0.995397
2.99E+01	0.997665
2.99E+01	0.999232
2.99E+01	0.999703
3.00E+01	0.998729
3.00E+01	0.999111
3.00E+01	0.999491
3.00E+01	0.999427
3.00E+01	0.999499
3.00E+01	0.999141
3.01E+01	0.999812
3.01E+01	0.999803
3.01E+01	0.999906
3.01E+01	0.999891
3.01E+01	0.996122
3.01E+01	0.992792
3.02E+01	0.977091
3.02E+01	0.971619
3.02E+01	0.956054
3.02E+01	0.938298
3.02E+01	0.914695
3.02E+01	0.888079
3.03E+01	0.853766
3.03E+01	0.801247
3.03E+01	0.757706
3.03E+01	0.703727
3.03E+01	0.642439
3.03E+01	0.575842
3.04E+01	0.510003
3.04E+01	0.455061
3.04E+01	0.378336
3.04E+01	0.303742
3.04E+01	0.237847
3.04E+01	0.171805
3.05E+01	0.095061
3.05E+01	0.035102
3.05E+01	-0.04415
3.05E+01	-0.11193
3.05E+01	-0.15064
3.05E+01	-0.20496
3.06E+01	-0.23973
3.06E+01	-0.29475
3.06E+01	-0.31615
3.06E+01	-0.34179
3.06E+01	-0.36594
3.06E+01	-0.38301
3.07E+01	-0.39501
3.07E+01	-0.40292
3.07E+01	-0.40123
3.07E+01	-0.40192
3.07E+01	-0.3961
3.07E+01	-0.38172
3.08E+01	-0.36311
3.08E+01	-0.35341
3.08E+01	-0.32159
3.08E+01	-0.29074
3.08E+01	-0.25401
3.08E+01	-0.2042
3.09E+01	-0.16275
3.09E+01	-0.1124
3.09E+01	-0.05998
3.09E+01	-0.00405
3.09E+01	0.064959
3.09E+01	0.128869
3.10E+01	0.195751
3.10E+01	0.268569
3.10E+01	0.339052
3.10E+01	0.407015
3.10E+01	0.477724
3.10E+01	0.545056
3.11E+01	0.61062
3.11E+01	0.673845
3.11E+01	0.728322
3.11E+01	0.773756
3.11E+01	0.826876
3.11E+01	0.865125
3.12E+01	0.896459
3.12E+01	0.920381
3.12E+01	0.939608
3.12E+01	0.95634
3.12E+01	0.970514
3.12E+01	0.982963
3.13E+01	0.987812
3.13E+01	0.993394
3.13E+01	0.999456
3.13E+01	0.997382
3.13E+01	0.998776
3.13E+01	0.999404
3.14E+01	0.999577
3.14E+01	0.999499
3.14E+01	0.999549
3.14E+01	0.999548
3.14E+01	0.99945
3.14E+01	0.999641
3.15E+01	0.999953
3.15E+01	0.99931
3.15E+01	0.99931
3.15E+01	0.996731
3.15E+01	0.991684
3.15E+01	0.988296
3.16E+01	0.971298
3.16E+01	0.96874
3.16E+01	0.947915
3.16E+01	0.916092
3.16E+01	0.88977
3.16E+01	0.867118
3.17E+01	0.825581
3.17E+01	0.784598
3.17E+01	0.73059
3.17E+01	0.678961
3.17E+01	0.635492
3.17E+01	0.570206
3.18E+01	0.488762
3.18E+01	0.439581
3.18E+01	0.355289
3.18E+01	0.280542
3.18E+01	0.21167
3.18E+01	0.133644
3.19E+01	0.079445
3.19E+01	-0.0029
3.19E+01	-0.0536
3.19E+01	-0.1131
3.19E+01	-0.15902
3.19E+01	-0.21748
3.20E+01	-0.25343
3.20E+01	-0.28561
3.20E+01	-0.3104
3.20E+01	-0.33903
3.20E+01	-0.35883
3.20E+01	-0.36777
3.21E+01	-0.38051
3.21E+01	-0.38684
3.21E+01	-0.39409
3.21E+01	-0.38001
3.21E+01	-0.37229
3.21E+01	-0.35275
3.22E+01	-0.34326
3.22E+01	-0.32086
3.22E+01	-0.29445
3.22E+01	-0.26503
3.22E+01	-0.21998
3.22E+01	-0.17121
3.23E+01	-0.1312
3.23E+01	-0.07657
3.23E+01	-0.02545
3.23E+01	0.033427
3.23E+01	0.094908
3.23E+01	0.160436
3.24E+01	0.2341
3.24E+01	0.303969
3.24E+01	0.368535
3.24E+01	0.441979
3.24E+01	0.506226
3.24E+01	0.574706
3.25E+01	0.633464
3.25E+01	0.693212
3.25E+01	0.745875
3.25E+01	0.792488
3.25E+01	0.830721
3.25E+01	0.872707
3.26E+01	0.895897
3.26E+01	0.927719
3.26E+01	0.947343
3.26E+01	0.965408
3.26E+01	0.969456
3.26E+01	0.980052
3.27E+01	0.99124
3.27E+01	0.991948
3.27E+01	0.9948
3.27E+01	0.997464
3.27E+01	0.997932
3.27E+01	0.999998
3.28E+01	0.999887
3.28E+01	0.999863
3.28E+01	0.999521
3.28E+01	0.999553
3.28E+01	0.999809
3.28E+01	0.999961
3.29E+01	0.999937
3.29E+01	0.999285
3.29E+01	0.997163
3.29E+01	0.98725
3.29E+01	0.981113
3.29E+01	0.981238
3.30E+01	0.959555
3.30E+01	0.956248
3.30E+01	0.958114
3.30E+01	0.911197
3.30E+01	0.919265
3.31E+01	0.82808
3.31E+01	0.704101
3.31E+01	0.646484
3.31E+01	0.599119
3.31E+01	0.52985
3.32E+01	0.460536
3.32E+01	0.406976
3.32E+01	0.323119
3.32E+01	0.254277
3.32E+01	0.181125
3.32E+01	0.106629
3.33E+01	0.041606
3.33E+01	-0.02071
3.33E+01	-0.08126
3.33E+01	-0.12275
3.33E+01	-0.18094
3.33E+01	-0.22462
3.34E+01	-0.25821
3.34E+01	-0.30207
3.34E+01	-0.33098
3.34E+01	-0.34637
3.34E+01	-0.35833
3.34E+01	-0.38042
3.35E+01	-0.37855
3.35E+01	-0.38672
3.35E+01	-0.38399
3.35E+01	-0.37458
3.35E+01	-0.37017
3.35E+01	-0.35569
3.36E+01	-0.33444
3.36E+01	-0.31493
3.36E+01	-0.27637
3.36E+01	-0.25193
3.36E+01	-0.2154
3.36E+01	-0.16874
3.37E+01	-0.11776
3.37E+01	-0.07237
3.37E+01	-0.00886
3.37E+01	0.065819
3.37E+01	0.133829
3.37E+01	0.187337
3.38E+01	0.264961
3.38E+01	0.324532
3.38E+01	0.40275
3.38E+01	0.45926
3.38E+01	0.539928
3.38E+01	0.603639
3.39E+01	0.661962
3.39E+01	0.715183
3.39E+01	0.767376
3.39E+01	0.811639
3.39E+01	0.853195
3.39E+01	0.87249
3.40E+01	0.912043
3.40E+01	0.932552
3.40E+01	0.940558
3.40E+01	0.96365
3.40E+01	0.973725
3.40E+01	0.983466
3.41E+01	0.98754
3.41E+01	0.993127
3.41E+01	0.994411
3.41E+01	0.999063
3.41E+01	0.996889
3.41E+01	0.998459
3.42E+01	0.99981
3.42E+01	0.999859
3.42E+01	0.999904
3.42E+01	0.999709
3.42E+01	0.998972
3.42E+01	0.99887
3.43E+01	0.995264
3.43E+01	0.994509
3.43E+01	0.993656
3.43E+01	0.984839
3.43E+01	0.983422
3.43E+01	0.972928
3.44E+01	0.959157
3.44E+01	0.939748
3.44E+01	0.911651
3.44E+01	0.89106
3.44E+01	0.860102
3.44E+01	0.826534
3.45E+01	0.780952
3.45E+01	0.738336
3.45E+01	0.680554
3.45E+01	0.624615
3.45E+01	0.567523
3.45E+01	0.501825
3.46E+01	0.435266
3.46E+01	0.36484
3.46E+01	0.297998
3.46E+01	0.231411
3.46E+01	0.153655
3.46E+01	0.093367
3.47E+01	0.026455
3.47E+01	-0.03289
3.47E+01	-0.08107
3.47E+01	-0.13268
3.47E+01	-0.18102
3.47E+01	-0.22196
3.48E+01	-0.26067
3.48E+01	-0.28953
3.48E+01	-0.30679
3.48E+01	-0.32018
3.48E+01	-0.3485
3.48E+01	-0.35541
3.49E+01	-0.36093
3.49E+01	-0.36196
3.49E+01	-0.36265
3.49E+01	-0.35732
3.49E+01	-0.34207
3.49E+01	-0.3232
3.50E+01	-0.30472
3.50E+01	-0.28204
3.50E+01	-0.25119
3.50E+01	-0.21215
3.50E+01	-0.1717
3.50E+01	-0.1314
3.51E+01	-0.0738
3.51E+01	-0.01853
3.51E+01	0.017511
3.51E+01	0.097226
3.51E+01	0.166268
3.51E+01	0.236717
3.52E+01	0.279635
3.52E+01	0.355949
3.52E+01	0.442279
3.52E+01	0.507573
3.52E+01	0.571302
3.52E+01	0.619564
3.53E+01	0.687558
3.53E+01	0.739625
3.53E+01	0.785758
3.53E+01	0.808939
3.53E+01	0.861652
3.53E+01	0.893529
3.54E+01	0.915932
3.54E+01	0.939698
3.54E+01	0.956059
3.54E+01	0.969703
3.54E+01	0.979779
3.54E+01	0.979793
3.55E+01	0.989842
3.55E+01	0.994746
3.55E+01	0.994552
3.55E+01	0.998211
3.55E+01	0.998446
3.55E+01	0.99795
3.56E+01	0.997945
3.56E+01	0.997824
3.56E+01	0.997822
3.56E+01	0.996192
3.56E+01	0.997352
3.56E+01	0.995439
3.57E+01	0.990266
3.57E+01	0.99107
3.57E+01	0.985957
3.57E+01	0.980311
3.57E+01	0.968946
3.57E+01	0.964049
3.58E+01	0.947341
3.58E+01	0.922032
3.58E+01	0.895092
3.58E+01	0.872661
3.58E+01	0.846104
3.58E+01	0.795105
3.59E+01	0.748659
3.59E+01	0.702295
3.59E+01	0.649024
3.59E+01	0.590831
3.59E+01	0.53916
3.59E+01	0.464971
3.60E+01	0.399691
3.60E+01	0.331261
3.60E+01	0.264769
3.60E+01	0.202391
3.60E+01	0.132648
3.60E+01	0.069839
3.61E+01	0.005595
3.61E+01	-0.0496
3.61E+01	-0.09933
3.61E+01	-0.15203
3.61E+01	-0.19189
3.61E+01	-0.232
3.62E+01	-0.26747
3.62E+01	-0.28629
3.62E+01	-0.31752
3.62E+01	-0.33184
3.62E+01	-0.33718
3.62E+01	-0.34851
3.63E+01	-0.35536
3.63E+01	-0.35105
3.63E+01	-0.34462
3.63E+01	-0.33538
3.63E+01	-0.31845
3.63E+01	-0.29552
3.64E+01	-0.28374
3.64E+01	-0.24127
3.64E+01	-0.22452
3.64E+01	-0.18017
3.64E+01	-0.12992
3.64E+01	-0.09401
3.65E+01	-0.02207
3.65E+01	0.042131
3.65E+01	0.087941
3.65E+01	0.152918
3.65E+01	0.219237
3.65E+01	0.283509
3.66E+01	0.349966
3.66E+01	0.413381
3.66E+01	0.484545
3.66E+01	0.540324
3.66E+01	0.597934
3.66E+01	0.662976
3.67E+01	0.713673
3.67E+01	0.751452
3.67E+01	0.808894
3.67E+01	0.842035
3.67E+01	0.873839
3.67E+01	0.90248
3.68E+01	0.927442
3.68E+01	0.941246
3.68E+01	0.958831
3.68E+01	0.971146
3.68E+01	0.980079
3.68E+01	0.98438
3.69E+01	0.989439
3.69E+01	0.991178
3.69E+01	0.993861
3.69E+01	0.994059
3.69E+01	0.994911
3.69E+01	0.996265
3.70E+01	0.996109
3.70E+01	0.996012
3.70E+01	0.994964
3.70E+01	0.995303
3.70E+01	0.99278
3.70E+01	0.994936
3.71E+01	0.992736
3.71E+01	0.98872
3.71E+01	0.975371
3.71E+01	0.969026
3.71E+01	0.964878
3.71E+01	0.950178
3.72E+01	0.930387
3.72E+01	0.913342
3.72E+01	0.883406
3.72E+01	0.849757
3.72E+01	0.810036
3.72E+01	0.787973
3.73E+01	0.726137
3.73E+01	0.677948
3.73E+01	0.622384
3.73E+01	0.560419
3.73E+01	0.503288
3.73E+01	0.436321
3.74E+01	0.371472
3.74E+01	0.304116
3.74E+01	0.240356
3.74E+01	0.169938
3.74E+01	0.112969
3.74E+01	0.047867
3.75E+01	-0.0181
3.75E+01	-0.06672
3.75E+01	-0.1132
3.75E+01	-0.15029
3.75E+01	-0.20266
3.75E+01	-0.22661
3.76E+01	-0.26041
3.76E+01	-0.28285
3.76E+01	-0.30494
3.76E+01	-0.32103
3.76E+01	-0.32599
3.76E+01	-0.33435
3.77E+01	-0.33167
3.77E+01	-0.33022
3.77E+01	-0.32453
3.77E+01	-0.30773
3.77E+01	-0.28706
3.77E+01	-0.26202
3.78E+01	-0.24201
3.78E+01	-0.20569
3.78E+01	-0.17992
3.78E+01	-0.12844
3.78E+01	-0.08438
3.78E+01	-0.04433
3.79E+01	0.016138
3.79E+01	0.080855
3.79E+01	0.127347
3.79E+01	0.199817
3.79E+01	0.261469
3.79E+01	0.311234
3.80E+01	0.373635
3.80E+01	0.457795
3.80E+01	0.514529
3.80E+01	0.566387
3.80E+01	0.636103
3.80E+01	0.68259
3.81E+01	0.740327
3.81E+01	0.780602
3.81E+01	0.824415
3.81E+01	0.859335
3.81E+01	0.886541
3.81E+01	0.914897
3.82E+01	0.933794
3.82E+01	0.951355
3.82E+01	0.964354
3.82E+01	0.973524
3.82E+01	0.981102
3.82E+01	0.987712
3.83E+01	0.991463
3.83E+01	0.994604
3.83E+01	0.996408
3.83E+01	0.997488
3.83E+01	0.993264
3.83E+01	0.998394
3.84E+01	0.998599
3.84E+01	0.994089
3.84E+01	0.993781
3.84E+01	0.993031
3.84E+01	0.992901
3.84E+01	0.986606
3.85E+01	0.988131
3.85E+01	0.983186
3.85E+01	0.967491
3.85E+01	0.965292
3.85E+01	0.952112
3.85E+01	0.931335
3.86E+01	0.913115
3.86E+01	0.897217
3.86E+01	0.866279
3.86E+01	0.82746
3.86E+01	0.79332
3.86E+01	0.743463
3.87E+01	0.695664
3.87E+01	0.644291
3.87E+01	0.602344
3.87E+01	0.529312
3.87E+01	0.467002
3.87E+01	0.401858
3.88E+01	0.333291
3.88E+01	0.269407
3.88E+01	0.201377
3.88E+01	0.13895
3.88E+01	0.082791
3.88E+01	0.016673
3.89E+01	-0.03133
3.89E+01	-0.08125
3.89E+01	-0.1355
3.89E+01	-0.18383
3.89E+01	-0.22297
3.89E+01	-0.25594
3.90E+01	-0.27718
3.90E+01	-0.29286
3.90E+01	-0.3036
3.90E+01	-0.3159
3.90E+01	-0.32332
3.90E+01	-0.32511
3.91E+01	-0.32621
3.91E+01	-0.32364
3.91E+01	-0.30637
3.91E+01	-0.28749
3.91E+01	-0.26857
3.91E+01	-0.25101
3.92E+01	-0.22054
3.92E+01	-0.18844
3.92E+01	-0.1337
3.92E+01	-0.11001
3.92E+01	-0.05633
3.92E+01	-0.00807
3.93E+01	0.061892
3.93E+01	0.106871
3.93E+01	0.171105
3.93E+01	0.230457
3.93E+01	0.301651
3.93E+01	0.368819
3.94E+01	0.422859
3.94E+01	0.498649
3.94E+01	0.558823
3.94E+01	0.618941
3.94E+01	0.671545
3.94E+01	0.720671
3.95E+01	0.76399
3.95E+01	0.802974
3.95E+01	0.842035
3.95E+01	0.873979
3.95E+01	0.894798
3.95E+01	0.919353
3.96E+01	0.939792
3.96E+01	0.955621
3.96E+01	0.965572
3.96E+01	0.975728
3.96E+01	0.982085
3.96E+01	0.984315
3.97E+01	0.990594
3.97E+01	0.993836
3.97E+01	0.995243
3.97E+01	0.991707
3.97E+01	0.993481
3.97E+01	0.992841
3.98E+01	0.995636
3.98E+01	0.992547
3.98E+01	0.991564
3.98E+01	0.991458
3.98E+01	0.989867
3.98E+01	0.980292
3.99E+01	0.978952
3.99E+01	0.973381
3.99E+01	0.966036
3.99E+01	0.952141
3.99E+01	0.935755
3.99E+01	0.915572
4.00E+01	0.893439
4.00E+01	0.877854
4.00E+01	0.834937
4.00E+01	0.811939
4.00E+01	0.760879
4.00E+01	0.713473
4.01E+01	0.666548
4.01E+01	0.611764
